Charter;Name;Owner;Population;Unemployment;GDP;GDP per capita;rrr;Type;Civilization;Race;Capitol;Founded;Independence;Atmosphere stage;Mother colony relations;Xcoord;Ycoord;Sector;Platform;CW size;Mother Colony Charter;Region
6RoIwVwHAW;Omicron Capricorni B-1a;DimeritiumGaming;946;0;3510934;3711;0;Earthlike;United Earth;Human;0;2022-12-30 00:00:00;;3;123;487;234;-1/1;steam.windows;0;PK4fy2nfcg;1
6rxJykMqUk;Moon44;Djbside;420;1;6433327;15317;0;Lunar;United Earth;Human;0;2022-10-03 00:00:00;;0;123;-988;-976;1/0;ios.appstore;0;0xIYLncU;1
6s7PVY5VNs;Rokaigo;Redcomet1223;18977;0;107889401597;5685272;0;Sugarland;Zolarg Empire;Insectoids;1;2023-01-23 00:00:00;2023-01-24 00:00:00;3;117;878;-951;103/-86;android.gplay;0;hz22MAQlHN;1
6TVP11T7C7;Meeep;Slake;191;0;1903224;9965;0;Lunar;United Earth;Human;0;2022-12-22 00:00:00;;0;123;156;929;0/1;android.gplay;0;NUrdW7SznK;0
6uHQ4QwvB8;inco1;inco;814290;6;10798684361301230;13261472401;8;Red Planet;United Earth;Human;1;2022-10-13 00:00:00;2022-11-11 00:00:00;4;123;795;753;51/-39;web.apewebapps;2;vBun9QAw;0
6VpEWOemm8;SinCity;mclaughlinbradley;2387;8;6226315;2608;0;Earthlike;United Earth;Human;0;2023-01-19 00:00:00;;3;123;648;732;-1/1;android.gplay;0;hbDaYIBG7v;0
6woSxy53;Prygs colony;Voltbot;8045;0;52589666;6537;0;Red Planet;United Earth;Human;1;2020-12-11 00:00:00;2022-10-30 00:00:00;3;123;578;805;0/0;android.gplay;0;earth;0
6X1AYWOXsx;Londinium;ArchiveDinner;27;81;29994;1111;0;Earthlike;United Earth;Human;0;2023-01-01 00:00:00;;3;123;764;-365;0/0;windows.windowsstore;0;earth;0
6xAKeY6p;My little village;Niels0;13558;31;25688655;1895;0;Water World;Zolarg Empire;Insectoids;1;2020-10-23 00:00:00;1970-01-01 00:00:00;3;123;828;271;104/-86;ios.appstore;0;5T3YY7H6;0
6XBBPdqN4e;Naxos-3;Cicero0901;8142;0;40210017;4939;0;Water World;United Earth;Human;1;2021-11-10 00:00:00;2021-11-14 00:00:00;3;;-286;-763;47/-1;android.gplay;0;;1
6xr9Gndm;The Quantum Seed;Sonnyzane;192002;0;2314105601384124;12052507794;5;Lunar;United Earth;Human;1;2018-02-18 00:00:00;2018-02-28 00:00:00;4;100;-339;-13;0/0;web.apewebapps;0;earth;0
6XzsflK9Pg;The Dead Kingdom;MasterAaron117;15;40;16560;1104;0;Earthlike;United Earth;Human;0;2022-11-16 00:00:00;;3;100;2;389;1/0;web.apewebapps;0;EHdAeWfTEn;0
6YAkLkEvCo;Multiverse ;leitnerin5;27263;21;352687944;12937;0;Earthlike;United Earth;Human;0;2023-01-14 00:00:00;;4;123;-481;-460;0/1;android.gplay;0;YpbiHEMoTZ;1
6yVzjmjT7c;Imperial Britannia;Denniz;67802;4;412437563914;6082970;0;Earthlike;United Earth;Human;1;2020-12-01 00:00:00;2020-12-18 00:00:00;4;;583;67;123/-90;steam.windows;0;;0
6Z4NcDMuR9;Vegas Knights;larryg72;2869;18;9592520;3344;0;Red Planet;United Earth;Human;1;2022-10-02 00:00:00;;0;123;-287;-652;11/-48;ios.appstore;0;2BOvNE34;1
6Z7IWfvb;Blackcity;DmitryAB;3398;0;40596979;11947;0;Lunar;United Earth;Human;0;2022-05-04 00:00:00;;2;123;-7;530;0/0;web.apewebapps;0;earth;0
71ggJqg394;UU Land 2;Yih1990;34958;14;19065333091;545378;0;Lunar;United Earth;Human;1;2022-08-09 00:00:00;2022-08-10 00:00:00;3;123;790;-130;86/-31;steam.windows;0;earth;0
72UON8k3qe;Martaukee;CannedKnight;4;75;8100;2025;0;Red Planet;United Earth;Human;0;2022-12-28 00:00:00;;0;100;473;-856;113/-23;android.gplay;0;qbhxKo6vlL;1
73Vbtwb8jB;New Mars;GovemorCPM;122771;7;1198289905;9760;2;Red Planet;United Earth;Human;1;2023-01-01 00:00:00;2023-01-09 00:00:00;4;123;-751;-984;1/1;steam.windows;0;earth;1
76qBuM6TNn;SAS;Jonnywales99;4;0;0;0;0;Lunar;United Earth;Human;0;2022-10-30 00:00:00;;0;100;382;923;0/0;android.gplay;0;earth;1
79Ign4gOig;Marcovia Free;usbrit72;50329;15;1472825540;29264;0;Asteroid;League of Independent States;Human;1;2022-11-21 00:00:00;2022-11-24 00:00:00;3;123;-285;272;-1/-2;web.apewebapps;0;UXibc5vu;0
7AAxTlxY;7AAxTlxY;spacegenius747;103016;33;1570473723;15245;0;Red Planet;United Earth;Human;1;2021-12-31 00:00:00;1969-12-31 00:00:00;4;123;247;-823;0/1;ios.appstore;0;earth;0
7aeiyBjepx;Monarch;kHz331;112113;4;400597732596;3573160;0;Red Planet;United Earth;Human;1;2020-11-06 00:00:00;2020-11-12 00:00:00;4;123;-470;152;0/0;ios.appstore;0;WAst4lOO;1
7AeQE0ZOil;Text 1;Diamondjozu;122;46;363225;2977;0;Earthlike;United Earth;Human;0;2022-10-18 00:00:00;;3;123;937;-965;0/0;android.gplay;0;X7bt93LvFf;0
7aJJYAVmCB;Lavalampland;imhotep19;12677;98;442676017;34920;0;Lava World;Alpha Draconians;Reptilian;1;2020-01-15 00:00:00;2020-03-20 00:00:00;4;123;-452;-45;1/0;desktop.windows;0;ImUVv7fb;0
7aMJI7l3aa;EasyColony;greatrepublic;3995;13;12145958;3040;0;Red Planet;United Earth;Human;0;2023-01-08 00:00:00;;2;123;-747;-37;0/0;android.gplay;0;earth;0
7by1J2R95y;hehe;HollyMolly141;617;3;2690081;4360;0;Earthlike;United Earth;Human;0;2023-01-02 00:00:00;;3;123;-807;-75;1/0;web.windowsstore;0;XN8qCsfOCB;1
7CS4zzCsoG;Two;Supreme;4;50;145656;36414;0;Asteroid;League of Independent States;Human;0;2022-12-21 00:00:00;;0;100;-174;-231;-1/-2;android.gplay;0;lis;1
7CTGg555wS;Unlimited Tradeworks;AgentC;2534826;2;688603499217711;271657108;0;Earthlike;United Earth;Human;1;2022-11-26 00:00:00;2022-11-27 00:00:00;4;123;-682;495;0/1;steam.windows;0;FkVlb8M80o;1
7DJdMWdhjj;My Colony;Tubaman;566;0;2914872;5150;0;Red Planet;United Earth;Human;0;2022-12-14 00:00:00;;0;123;-444;519;0/0;android.gplay;0;wdnIz2ZI7z;0
7E8iXH47vu;Blarg;BULLETTPROOF;4271;2;11019921;2580;0;Water World;League of Independent States;Human;0;2023-01-10 00:00:00;;3;123;583;-12;-1/-2;ios.appstore;0;VAAVvLtD6I;0
7eO5zduZeS;Nolan;Crush89;2304;0;4458128;1935;0;Earthlike;United Earth;Human;1;2021-10-29 00:00:00;2021-10-31 00:00:00;3;;-325;969;59/-66;ios.appstore;0;;0
7eQh5ADten;My Colony;XThorpX;212;36;215533;1017;0;Forest World;United Earth;Human;0;2022-12-30 00:00:00;;3;123;-798;-374;74/-54;web.apewebapps;0;1ZbtcYO1;0
7EzpFezzF0;Ita;Tsarambe;16;30;547950;34247;0;Ice World;Zolarg Empire;Insectoids;1;2022-11-01 00:00:00;;0;100;-865;350;105/-86;web.apewebapps;0;bV0AbHlZWM;0
7falwE2P;Sigma Damonis Mandate;CodyStormz;8779;31;22114306018;2519001;1;Desert World;Alpha Draconians;Reptilian;1;2022-08-07 00:00:00;2022-08-16 00:00:00;3;123;313;-334;106/-87;web.apewebapps;0;1GC5SZ89;0
7FRZYc3UIU;Ambriox;Plainwalkerofthe7plains;65;1;686039;10554;0;Ice World;League of Independent States;Human;0;2022-02-11 00:00:00;;0;123;97;30;-1/-2;android.gplay;0;lis;0
7gC62ViWue;Shakespeare;RikudouSennin;494;1;9527337;19286;0;Sugarland;Zolarg Empire;Insectoids;0;2022-10-21 00:00:00;;3;123;550;462;104/-86;steam.windows;0;4McVfu5334;1
7ghZi75M;i<^>i;WL9712;8312;59;19877687;2391;0;Earthlike;United Earth;Human;0;2022-09-24 00:00:00;;3;123;-941;-644;52/-38;ios.appstore;0;iyJyVh9I;0
7heVnWzlf1;Luna;Phobia;57;36;407288;7145;0;Lunar;United Earth;Human;0;2022-11-22 00:00:00;;0;123;798;-307;54/-86;android.gplay;0;cN6s8H7b;0
7ImUjavuON;pemeple;lapina;369;2;499988;1355;0;Earthlike;United Earth;Human;0;2022-11-03 00:00:00;;3;123;396;561;0/1;web.apewebapps;0;NUrdW7SznK;0
7J9jycfxoQ;Omarg Kolonisi;Zolargo;1844;0;8014065;4346;0;Sugarland;Zolarg Empire;Insectoids;0;2022-09-27 00:00:00;;3;123;-769;354;105/-86;android.gplay;0;zolarg;0
7JAmaQ3fev;Elpis;kHz331;2716;4;309294769;113879;0;Lunar;United Earth;Human;0;2022-10-01 00:00:00;;2;123;-229;-507;11/-48;ios.appstore;0;kjhAX1YU;1
7jFlCSBOh8;Doxie Flash;IRELAND;490;4;1331214;2717;0;Red Planet;United Earth;Human;0;2022-11-23 00:00:00;;0;123;-407;-521;11/-48;ios.appstore;0;wQbUGd894g;0
7kffuiu5qY;Zaroosia;DirtixZarfos;7513;41;9861850;1313;0;Red Planet;United Earth;Human;0;2022-11-12 00:00:00;;2;123;462;-871;113/-23;android.gplay;0;qbhxKo6vlL;1
7KxTpeJVeU;Union of Soviet Socialist Republics;Bule;2637905;36;131954733726;50023;0;Abandoned World;League of Independent States;Human;1;2021-06-20 00:00:00;2021-07-31 00:00:00;4;;-804;941;39/-51;steam.windows;0;;1
7LDADjPqWU;inco4;inco;53924;2;47061523016;872738;1;Desert World;Alpha Draconians;Reptilian;1;2022-11-15 00:00:00;2022-11-19 00:00:00;3;123;206;430;106/-87;web.apewebapps;0;6uHQ4QwvB8;0
7LfjSWorYg;Gomorra;Playrock96;370252;0;131460873112;355058;1;Lunar;United Earth;Human;1;2021-10-13 00:00:00;2022-03-13 00:00:00;4;123;72;-501;0/0;steam.windows;0;8AmTr8WC;0
7MlYM8a3Dr;Lunar Base;drerp;68;0;368051;5413;0;Lunar;United Earth;Human;0;2023-01-08 00:00:00;;0;123;575;20;43/-32;steam.windows;0;xRumtPB3Yk;1
7Mzk1ZiaCm;Guardians of the Galaxy;balajandro;117088;6;341100118;2913;0;Earthlike;United Earth;Human;1;2022-11-26 00:00:00;2022-11-30 00:00:00;4;123;-675;-266;69/11;android.gplay;0;J2XFdln90X;1
7nIVgFUWmE;forest man;curtisd7;64572;0;107801994216;1669485;0;Abandoned World;Alpha Draconians;Reptilian;1;2021-11-13 00:00:00;2021-11-14 00:00:00;3;;409;-833;96/-52;steam.windows;0;;0
7nMhu4Y2yY;Andur;Druadan;27275;15;313013923;11476;0;Red Planet;United Earth;Human;0;2022-10-09 00:00:00;;2;123;-206;-933;51/-38;steam.windows;0;iyJyVh9I;1
7OfBtJbIw7;Mantix Region;Mantix;62952;2;931407506;14796;6;Red Planet;United Earth;Human;1;2022-10-22 00:00:00;2022-10-28 00:00:00;4;123;-389;377;0/0;android.gplay;0;NLv7aYEx;1
7OI5LjLbqH;My Colony;Tez;2465;83;1776269;721;0;Abandoned World;Zolarg Empire;Insectoids;0;2022-11-01 00:00:00;;3;96;621;-995;104/-85;web.apewebapps;0;zolarg;0
7OiyCQlo94;vest;scottythagoat;52;17;81261;1563;0;Earthlike;United Earth;Human;0;2022-11-09 00:00:00;;3;123;481;-981;0/1;web.apewebapps;0;GhKilbWMeY;0
7OPAXaOzO1;Gb413;ExtantDJ;6;0;63326;10554;0;Water World;League of Independent States;Human;0;2022-11-05 00:00:00;;3;100;-480;835;-1/-2;android.gplay;0;yAzbIsgpL8;0
7q8nb8uI;Stonednow;Dukeofwoodstock;11860;22;88477145;7460;0;Red Planet;United Earth;Human;0;2022-09-12 00:00:00;;4;123;23;-895;0/1;android.gplay;0;piVpTTB9;0
7QxbGGljZN;My lil region place.;CoffeeCat47;1750;0;7104971;4060;0;Lunar;United Earth;Human;0;2022-11-24 00:00:00;;0;123;401;-191;0/0;steam.windows;0;earth;1
7SEvZ4tD;Colonesia;EthanOldVeteran1;73354;24;11847791071;161515;3;Earthlike;United Earth;Human;1;2022-01-21 00:00:00;2022-09-10 00:00:00;4;;-675;-659;90/-24;web.apewebapps;0;;0
7sj013OycH;Haines Colony;Dinogod96;9049;2;26748253;2956;0;Red Planet;United Earth;Human;1;2023-01-01 00:00:00;2023-01-18 00:00:00;2;123;-897;-936;0/1;steam.windows;0;earth;0
7T3nHDrD1F;Massss;maso;58;0;207050;3570;0;Earthlike;United Earth;Human;0;2023-01-21 00:00:00;;3;123;-849;163;0/1;android.gplay;0;NUrdW7SznK;0
7Tirjh51;Idiots;ETGolden;48506;13;4281843018;88275;4;Lunar;United Earth;Human;1;2021-07-07 00:00:00;2021-07-09 00:00:00;4;123;-624;962;0/0;web.apewebapps;0;earth;0
7v85vSWhKr;AMIGUE;AGEOFSPACE;591210;12;19933379021267;33716241;2;Red Planet;United Earth;Human;1;2018-06-14 00:00:00;2018-06-20 00:00:00;4;;-17;968;82/8;web.apeappslauncher;0;;0
7vOxdvcO68;Ballade IV;Nebbia21;1418;0;3783246;2668;0;Lunar;United Earth;Human;0;2022-12-08 00:00:00;;0;123;-807;-934;1/1;web.apewebapps;0;NzVjnkBQhD;1
7WHOWImG;Astron;CrispGames128;7465;8;225904276;30262;0;Asteroid;League of Independent States;Human;1;2022-05-20 00:00:00;2022-11-17 00:00:00;3;123;101;-3;-1/-2;web.apewebapps;0;bLB3HbkPj1;1
7WUYYLvF;SasST-Earth;SasST;28068;30;13873633741;494287;0;Earthlike;United Earth;Human;1;2021-12-15 00:00:00;2022-09-26 00:00:00;4;123;-618;96;0/0;web.apeappslauncher;0;earth;0
7XJIxHnWYQ;ectogamit;Innerenegade;1254563;0;3934251267562698;3135953529;12;Earthlike;United Earth;Human;1;2022-12-04 00:00:00;2022-12-16 00:00:00;4;123;-665;612;1/-1;web.apewebapps;1;nCKL90Hh;1
7Yd1nq6gkE;Moonar;Starwars1234;614;0;2052768;3343;0;Lunar;United Earth;Human;0;2021-06-07 00:00:00;;0;;900;635;106/-17;android.gplay;0;;0
7zgBWFGah1;New Hope;Celestile;650;0;271702;418;0;Red Planet;United Earth;Human;0;2019-05-09 00:00:00;;2;;55;3;95/-50;web.apewebapps;0;;0
7zOO1hrx;Bazen Empire;BraneBenz;218111;10;11877438867;54456;1;Red Planet;United Earth;Human;1;2021-11-18 00:00:00;2022-02-26 00:00:00;4;123;794;516;0/0;web.apewebapps;0;earth;0
7ZzzHTsR48;Planet of the apes;GSSyko;26169;24;698563875;26694;0;Red Planet;United Earth;Human;1;2022-10-13 00:00:00;2022-10-15 00:00:00;4;123;86;-807;0/1;steam.windows;0;earth;1
80ApQHDOyY;Kingdom of LIS [empire];zapnap09;5;20;13017;2603;0;Asteroid;League of Independent States;Human;0;2022-10-08 00:00:00;;0;123;26;229;0/0;android.gplay;0;A4V8wEpM;0
80piKBVKKA;1;tlhcpu;180;0;1408425;7825;0;Earthlike;United Earth;Human;0;2023-01-02 00:00:00;;3;123;-464;-468;0/1;web.apewebapps;0;YpbiHEMoTZ;1
81D8nKNvFA;Koreys colony;fastman35;3012;21;5992960;1990;0;Red Planet;United Earth;Human;0;2022-12-03 00:00:00;;2;123;955;-156;-1/0;android.gplay;0;earth;0
81vKezNaHT;Terra Nova;GabyDestroyer900;7;0;140858;20123;0;Red Planet;United Earth;Human;0;2022-11-11 00:00:00;;0;100;-641;-403;0/1;web.apewebapps;0;hbDaYIBG7v;0
81y3fJwu6Q;Yolnda;colbya;3266304;45;34763000062488412;10642916294;0;Red Planet;United Earth;Human;1;2023-01-15 00:00:00;2023-01-16 00:00:00;4;123;760;-872;0/0;desktop.windows;0;earth;1
84bgKrqPXQ;My Colony;BerkianDragon1993;8;0;480976;60122;0;Lunar;United Earth;Human;0;2022-10-21 00:00:00;;0;100;482;-715;20/-56;steam.windows;0;WfSzuc54Xw;0
84n8tLg0vl;<{0}>;WL9712;1405;0;3220867;2292;0;Earthlike;United Earth;Human;0;2022-10-09 00:00:00;;3;123;366;-186;0/0;ios.appstore;0;dTh7B22Ps8;0
84Xy5UJJxD;Taormina;AnchoredGypsy;2031;1;10334564;5088;0;Lunar;United Earth;Human;0;2022-12-30 00:00:00;;3;123;-238;378;0/1;ios.appstore;0;NUrdW7SznK;1
87531EGw28;Woodlot;rocketreeves;353661;2;3620707902245;10237792;0;Forest World;United Earth;Human;1;2021-10-12 00:00:00;2021-10-15 00:00:00;4;123;948;694;-1/0;android.gplay;0;earth;1
87fsYdnuWH;Andon ;Bcat10;545;0;2818492;5172;0;Earthlike;United Earth;Human;0;2022-11-18 00:00:00;;3;123;193;-888;0/0;android.gplay;0;15zzVa4HtS;1
88a01lvH;last noi;moteo;217;0;9139348;42117;0;Lunar;United Earth;Human;1;2022-08-09 00:00:00;;0;123;-1;-751;0/1;ios.appstore;0;piVpTTB9;0
88a01lvHRY;Utopia;mortandello;75;13;188253;2510;0;Red Planet;United Earth;Human;0;2023-01-12 00:00:00;;0;123;397;-632;53/-70;steam.windows;0;earth;1
88yLbNiTYQ;Kitami;kuke3og;946;3;200054489;211474;0;Ice World;League of Independent States;Human;1;2022-09-30 00:00:00;2022-09-30 00:00:00;2;123;302;-186;-1/-2;web.apewebapps;0;lis;1
89oOHOIfa8;Europa;Reg333;20;25;1796483;89824;0;Ice World;League of Independent States;Human;0;2022-12-26 00:00:00;;0;123;299;-153;-1/-2;web.apewebapps;0;rMxDJ6lg9e;1
8AmTr8WC;TRADER;Trader;6383139;0;1443420370111051;226130180;9;Earthlike;United Earth;Human;1;2021-07-20 00:00:00;2021-07-26 00:00:00;4;123;775;413;0/0;android.gplay;0;earth;1
8AvSyfyCsg;Peeps;cconhead;14623;13;160132596;10951;0;Red Planet;United Earth;Human;1;2021-04-20 00:00:00;2021-09-13 00:00:00;4;123;-162;706;0/0;web.apewebapps;0;earth;0
8bfjDxb0;Kirby;Jon;20214;0;8159551360;403658;0;Red Planet;United Earth;Human;1;2022-06-03 00:00:00;2022-07-14 00:00:00;3;123;90;740;45/-30;android.gplay;0;earth;0
8bPlMAhaNi;Nyimnyim;veyronzee;118695;14;30422390979;256307;4;Water World;United Earth;Human;1;2022-11-03 00:00:00;2022-11-06 00:00:00;4;123;603;-851;0/0;android.gplay;0;8fk1rYoAa6;0
8bV1ZXI9JI;[Noz]Vikraal;Vikraal;18779;0;78964570;4205;0;Red Planet;United Earth;Human;0;2017-12-07 00:00:00;;4;100;325;-315;0/0;android.gplay;0;earth;0
8djzro3UoH;ALOHA;qflexa;1280769;23;2020540382092;1577599;0;Lunar;United Earth;Human;1;2021-02-21 00:00:00;2021-02-22 00:00:00;4;;-920;282;30/-55;web.apewebapps;0;;1
8DVg7DMoTp;Aegis;nawrbit;938;0;7002207;7465;0;Lunar;United Earth;Human;0;2022-10-30 00:00:00;;0;123;652;259;0/0;android.gplay;0;ysZMNG4alT;1
8esaOB9R8X;Bug;StarkidPotter;1768;10;1488942;842;0;Sugarland;Zolarg Empire;Insectoids;0;2022-10-20 00:00:00;;3;123;363;-737;104/-86;android.gplay;0;QULiKt45gQ;0
8fk1rYoAa6;New Smallville;SmallHatColony;843493;2;4859603324597;5761285;1;Red Planet;United Earth;Human;1;2022-09-28 00:00:00;2022-10-07 00:00:00;4;123;638;-856;0/0;steam.windows;0;Cckm6Ua0;1
8fKudUG1;ForestWorld;Saaschbaasch;3412;0;156782463;45950;0;Forest World;United Earth;Human;0;2022-09-15 00:00:00;;3;123;461;-81;0/0;android.gplay;0;2Ak6UYD6;1
8fKudUG1xv;jjjjj;noo79gmq;80;12;200745;2509;0;Earthlike;United Earth;Human;0;2022-11-04 00:00:00;;3;123;-496;872;1/0;web.apewebapps;0;2Ak6UYD6;0
8giFXQdzIl;Newswiss;Bliebi75;4598;8;13741037;2988;0;Lunar;United Earth;Human;0;2022-10-15 00:00:00;;2;123;-642;-904;0/1;android.gplay;0;zL5eSpPB;0
8iL40LaaTf;Io-7;ElectroWolf2347;15944;27;74794803;4691;1;Red Planet;United Earth;Human;1;2022-11-01 00:00:00;2022-11-10 00:00:00;4;123;911;-45;-1/0;android.apemarket;0;earth;0
8J3AWV9Z0Z;The nice one;YourLocaldiot;982;0;5503127;5604;0;Earthlike;United Earth;Human;0;2022-12-21 00:00:00;;3;117;-440;-210;0/0;android.gplay;0;earth;0
8J6fDuiX;New Bajor ;rjoster;789079;1;168415772099;213433;10;Earthlike;United Earth;Human;1;2022-09-04 00:00:00;2022-11-11 00:00:00;4;123;973;-118;-1/0;android.gplay;0;wsrQCAtS;1
8KpMFUjUdG;sheen;rahtdrgn;2676;0;4696219;1755;0;Red Planet;United Earth;Human;1;2022-12-14 00:00:00;;2;123;-591;-633;81/-97;web.apewebapps;0;nKrrTnUk6R;1
8KRcewiasj;Alexandria;Undeadzombie;209;0;1410769;6750;0;Asteroid;United Earth;Human;0;2022-12-24 00:00:00;;0;123;-547;-534;21/-93;ios.appstore;0;7Tirjh51;1
8KRjOe5ogs;The Utopia of Dave;Paolos0;3897;34;3615440;928;0;Red Planet;United Earth;Human;0;2023-01-01 00:00:00;;2;123;222;-836;54/-86;steam.windows;0;QuDfBlOp1M;0
8Lefhi8UgL;Etheria;kHz331;3061;0;96375671;31485;0;Abandoned World;League of Independent States;Human;1;2022-10-15 00:00:00;2022-10-20 00:00:00;3;123;37;235;0/0;ios.appstore;0;A4V8wEpM;1
8lYt3AZMbC;Tyliton IV;Luvianparm;323;0;2688973;8325;0;Lunar;United Earth;Human;0;2022-10-22 00:00:00;;0;123;483;-712;20/-56;android.gplay;0;WfSzuc54Xw;1
8MYnnovQe5;Barrow;CaptPryde;65;19;431720;6642;0;Ice World;League of Independent States;Human;0;2023-01-16 00:00:00;;0;123;225;-806;-1/-1;android.gplay;0;Cj5ibA5n;0
8o7UmVQT50;Austerlitzerland;imhotep19;358942;6;111604114227;310925;1;Lunar;United Earth;Human;1;2020-02-26 00:00:00;2022-12-25 00:00:00;4;;-660;-961;107/7;desktop.windows;0;;0
8OBH0bYdU0;Model A;Jml6;219;0;0;0;0;Earthlike;United Earth;Human;0;2022-11-02 00:00:00;;4;123;-275;-793;31/-86;web.apewebapps;0;18vKskkBFx;1
8OQApbCS;Gagarinworld;usbrit72;91;71;3582650;39370;0;Water World;United Earth;Human;1;2022-09-12 00:00:00;;3;123;-389;356;0/0;web.apewebapps;0;NLv7aYEx;0
8oVZP0suDc;Sugar land;Thunderbomb869;135;18;81826;606;0;Sugarland;Zolarg Empire;Insectoids;0;2023-01-04 00:00:00;;3;100;966;-910;104/-85;web.apewebapps;0;zolarg;0
8p3Cpzbphi;The crash zone;MothJam;107;0;516725;4829;0;Lunar;United Earth;Human;0;2022-12-25 00:00:00;;0;123;405;-650;87/-54;steam.windows;0;NUrdW7SznK;1
8pIveKuQHG;Brolborj;praybilly;4808;8;14382486;2991;0;Red Planet;United Earth;Human;0;2022-11-30 00:00:00;;0;123;892;-200;0/1;android.gplay;0;NUrdW7SznK;0
8RDdwdO8;ps01;mycu;3873;1;121099909;31268;0;Red Planet;United Earth;Human;0;2022-09-24 00:00:00;;2;123;460;-516;10/-50;web.windowsstore;0;wv2sqhCa;0
8rQE1rGuQS;[PSA] Veni vidi vici;OilChan;14792;93;4332647;293;1;Ice World;League of Independent States;Human;1;2022-11-30 00:00:00;2022-12-02 00:00:00;4;123;-50;-35;-1/-2;web.apewebapps;0;Y5vTWbqYNw;1
8tPC1SnA;Mars;CyanFridge;65130;15;52824958522;811070;2;Red Planet;United Earth;Human;1;2022-07-26 00:00:00;2022-08-03 00:00:00;4;123;-636;-676;1/0;android.gplay;0;earth;1
8trhoSoxlQ;Imperial Necromunda;blazermonkey;982;3;6806340;6931;0;Red Planet;United Earth;Human;0;2023-01-12 00:00:00;;0;123;978;-886;0/0;android.gplay;0;haY8aClkwz;1
8Txivlm3;Scots;Johnboy79;1155;0;9447929;8180;1;Earthlike;United Earth;Human;1;2022-08-30 00:00:00;;3;123;-72;30;0/0;android.gplay;0;rJE4I6gV;1
8UKIIFlA3X;Andromeda;Eyesnen;4100;1;8341794;2035;0;Lunar;United Earth;Human;0;2022-11-27 00:00:00;;3;123;918;-75;-1/0;android.gplay;0;8J6fDuiX;1
8vJliJoU;The RSI;Farreloki;15000;7;4943926925;329595;0;Asteroid;League of Independent States;Human;1;2022-07-29 00:00:00;2022-09-04 00:00:00;3;123;77;263;-1/-2;android.gplay;0;lis;0
8vXiBcL6KV;Sinland ;SinfulTed;56682;0;3700480026760;65284923;1;Sugarland;Zolarg Empire;Insectoids;1;2022-03-25 00:00:00;2022-12-04 00:00:00;3;;-357;-187;19/6;android.gplay;0;;1
8wDZmCXlSO;Lunae;Xeo100;83;17;526264;6341;0;Lunar;United Earth;Human;0;2022-10-01 00:00:00;;0;123;692;-506;0/0;android.gplay;0;3pzCIiON;0
8wEALxkKHk;Stolpie;bloop88;179281;13;10830233890;60409;1;Lunar;United Earth;Human;1;2022-12-21 00:00:00;2023-01-04 00:00:00;4;123;983;-604;0/1;web.apewebapps;0;NUrdW7SznK;0
8WomAt2pzH;Ice;red001red;196;0;4641466;23681;0;Ice World;League of Independent States;Human;0;2022-10-08 00:00:00;;0;123;963;590;-2/-2;android.apemarket;0;R8DzY00fAx;0
8Wsdw0sbyP;Zolaaaaarg;ElKomaOwO;33;4;46830;1419;0;Sugarland;Zolarg Empire;Insectoids;0;2021-02-21 00:00:00;;3;100;-973;-909;104/-85;android.gplay;0;zolarg;0
8WwWic37nn;Ninth Region;BOBBY;214566;17;1054519463;4915;0;Red Planet;United Earth;Human;1;2023-01-12 00:00:00;2023-01-19 00:00:00;4;123;-908;-906;1/0;android.gplay;0;haY8aClkwz;1
8XGuAZNZkG;New Beginning;Celestile;2006;0;2691187208;1341569;0;Abandoned World;Alpha Draconians;Reptilian;1;2019-06-13 00:00:00;2019-06-13 00:00:00;3;;894;-692;102/-36;web.apewebapps;0;;1
8xMOy9pbl6;Hydratus Epsilon;BDogg72;833;88;3948174131;4739705;0;Abandoned World;Alpha Draconians;Reptilian;1;2022-09-28 00:00:00;2022-10-15 00:00:00;3;123;629;-101;106/-87;android.gplay;0;Ukkd5yGj;1
8y9ob0YVrC;New moon;bryanpogigwapo;8;33;0;0;0;Lunar;United Earth;Human;0;2020-08-18 00:00:00;;0;100;303;895;0/-1;android.gplay;0;earth;0
8yzjltbELi;Manehattan;BerkianDragon1993;72905;47;23243903;319;0;Earthlike;United Earth;Human;0;2022-11-01 00:00:00;;4;123;478;-719;20/-56;steam.windows;0;WfSzuc54Xw;1
8zNQRzNqib;Draconian_Goods;PetrVEV0;45;17;161700343;3593341;0;Desert World;Alpha Draconians;Reptilian;0;2022-11-21 00:00:00;;3;123;953;-475;106/-87;web.apewebapps;0;DOKy5PZKT1;0
8Zp0fxO0i2;The Grimm Capitol Planet;grimmstryke;1182;8;20132091;17032;0;Earthlike;United Earth;Human;0;2022-10-17 00:00:00;;3;123;-212;-796;11/-48;steam.windows;0;FumSNUC4SK;1
8ZwHEY6r;Colony;stoftak;2043;5;423322199;207206;0;Red Planet;United Earth;Human;0;2022-07-20 00:00:00;;2;123;-484;973;0/-1;android.gplay;0;LhXGrPtx;1
90GlW4vMZq;commune is best;MrpCanadian;7649;26;38636566;5051;0;Earthlike;United Earth;Human;0;2021-11-08 00:00:00;;3;123;991;-937;0/0;android.gplay;0;earth;1
90i8bzj6tv;NGen too;DrSwagger101;81822;22;2312969763;28268;0;Red Planet;United Earth;Human;0;2022-12-30 00:00:00;;4;123;79;453;0/-1;ios.appstore;0;OHfLtTWqHU;1
